ماﻫﻲ مده الحماية المالية في معاهدات الويبو بموجب حق المؤلف بعد وفاته؟,مدة ﻻ تقل ﻋـن خمسين سنة بعد وﻓـﺎة المبدع وقد تنص القوانين الوطنية ﻋﻠﻰ مدة أطول للحماية.
هل هناك حد يمكن استخدام مصنف شخص آخر بدون تصريحه؟,تنص الاتفاقيات الدولية والتشريعات الوطنية ﻋﻠـﻰ حرية استعمال مقتطفات من المصنفات بشكل مقتطفات صحفية أو للتوضيح في ﻷﻏــــراض التعليمية.وذلك وفقاً لقواعد حسن الأستعمال وتختلف قواعد حرية الاستعمال ﻫـذﻩ من بلد لآخر لذا ننصحك بالعودة إلى قانونك الوطني لمعرفة كيف يمكن أن تستفيد من ﻫذﻩ الحرية ﻓﻲ بلدك.
ما ﻫﻲ الفائدة المستمدة من حماية حق المؤلف؟,تسهم حماية حق المؤلف والحقوق المجاورة بشكل أساسي ﻓــﻲ النهوض بالنشاط الإبداعي والابتكاري.
ما هي الحقوق المجاورة؟,هناك فئات من المبدعين تستفيد من الحقوق المجاورة. على سبيل المثال فنانو الأداء(ممثلين والموسيقيين) في أدائهم وكذلك منتجو التسجيلات الصوتية (شرائط الكاسيت والأقراص المدمجة) في تسجيلاتهم وايضاً هيئات الأذاعة في برامجها التلفزيونيه.ويطلق على هذه الحقوق في بعض الأحيان اسم الحقوق المشابهة
ما معنى الحقوق المشابهة؟,حقوق فناني الأداء(مثل الممثلين والموسيقيين) في أدائهم وكذلك منتجي التسجيلات الصوتية (شرائط الكاسيت والأقراص المدمجة) في تسجيلاتهم وأيضاً هيئات الإذاعة في برامجها التلفزيونية. ويطلق على هذه الحقوق في بعض الأحيان اسم الحقوق المجاورة.
"هل هناك فرق بين الحقوق المجاورة وحق المؤلف؟
",نعم هناك فرق تعود الحقوق المترتبة ﻋﻠﻰ حق المؤلف إلى المؤلفين. أما الحقوق المجاورة فتخص ﻓﺌﺎت أخرى من أصحاب الحقوق.
ما ﻫﻲ الحقوق التي تنطوي ﻋﻠﻴﻬﺎ الحقوق المجاورة؟,تختلف الحقوق الممنوحة لفناني اﻷداء ومنتجي التسجيلات الصوتية وﻫﻴﺌﺎت اﻹذاﻋﺔ من بلد لآخر. وعلى المستوى الدولي تنبثق ﻫـذﻩ االحقوق ﻋـن الاتفاقية الدولية لحماية فناني اﻷداء ومنتجي التسجيلات وهيئات الأذاعة المعروفة باتفاقية روما لسنة 1961 وعن اتفاق تريبس وعن معاهدة الويبو بشأن الأداء والتسجيل الصوتي.
ماهي الحقوق التي تنطوي عليها الحقوق المجاورة فنانوا الأداء؟,يتمتع فنانوا اﻷداء بصورة عامة بالحق الاستئثاري بمنع تثبيت أدائهم ﻏﻴـر المثبت أو إذاﻋﺘـﻪ أو نقله إلى الجمهور. وتمنحهم بعض التشريعات الدولية كمعاهدة الويبو بشأن اﻷداء والتسجيل الصوتي حق استنساخ وتزيع وتأجير أوجه أدائهم المثبتة ﻓـــﻲ تسجيلات صوتية إضافة إلى الحق ﻓـــﻲ الاعتراض ﻋﻠـــﻰ كل تحريف أو تشوية أو تعديل أخر لأدائهم يكون ضاراً بسمعتهم.
ماهي الحقوق التي تنطوي عليها الحقوق المجاورة لمنتجي التسجيلات الصوتية؟,يتمتع منتجوا التسجيلات الصوتية بالحق الاستئثاري ﻓﻲ التصريح باستنساخ أو توزيع تسجيلاتهم الصوتية .أما معاهدة الويبو بشأن الأداء والتسجيل الصوتي فتحمي منتجي التسجيلات الصوتية وفناني الأداء عندما يتم توزيع مصنافاتهم بواسطة تكنولوجيا جديدة كالأنترنت مثلاً.
ماهي الحقوق التي تنطوي عليها الحقوق المجاورة لهيئات الأذاعة؟,يحق لها أن تجيز أو تحظر إﻋﺎدة بث برامجها وتثبيتها واستنساخها.
ماهي استثناءات وتقييدات الحقوق المجاورة؟,"وتعرف الحقوق المجاورة اﺴــﺘﺜﻨﺎءات وتقيدات ﻴﻌرﻓﻬــﺎ ﺤــق المؤلف. ﻓﻴﺴــﻤﺢ بالنسبة للأعمال المؤداة والتسجيلات الصوتية وﺒرامج البث اﻹذاﻋﻲ ﺒﺎﻻﻨﺘﻔﺎع الخاص،وبالأنتفاع 
ﺒﻤﻘﺘطﻔﺎت ﻗﺼـﻴرة للتعليق ﻋﻠﻰ اﻷﺤداث الجارية، وﺒﺎﻻﻨﺘﻔﺎع المقصورﻋﻠﻰ أﻏراض التعليم أو البحث العلمي."
ماهو سبب الحماية بموجب الحقوق المجاورة لفناني الأداء؟,ﻴﺘﻤﺘـﻊ ﻓﻨــﺎﻨو اﻷداء ﺒﺎلحماية ﻷﻨﻬــم ﻴﺴــﺎﻫﻤون ﻓــﻲ ﻋﻤﻠﻴــﺔ اﻻﺒﺘﻜــﺎر الذهني.
"ماهو سبب الحماية بموجب الحقوق المجاورة لمنتجو التسجيلات الصوتية؟
",لأنهم ﻴﺴﺎﻫﻤون ﻓﻲ ﻋﻤﻠﻴﺔ اﻻﺒﺘﻜﺎر وﻷن العمل ﻻ ﻴظﻬـر إلى الوجود إﻻ ﺒﻔﻀـل ﻤﻬـارﺘﻬم التقنية وﺘﻤـوﻴﻠﻬم للعمل.
ماهو سبب الحماية بموجب الحقوق المجاورة لهيئات الإذاعة ؟,لها ﻤﺼــﻠﺤﺔ ﻓــﻲ ﺤﻤﺎﻴـﺔ التقنية والتنظيمية ﻤـن أﻋﻤــﺎل القرصنة على برامجها.
ما معنى حماية الفولكلور؟,"حماية أشكال التعبير الثقافي الشفهي وغير المدون.
"
لماذا يحمى الفن الشعبي؟,تسمح هذه الحماية للدول وللسكان الأصليين بالاستفادة من العائد المادي ومن الأرباح الناتجة عن هذه الحماية.
ماذا يحمي حق المؤلف؟,"إن حق المؤلف هو جزء من حقوق الملكية الفكرية التي تحمي إنتاج الفكر البشري. وحق المؤلف يحمي المصنفات الأدبية والفنية التي تشمل: الكتابات، والمصنفات الموسيقية، والمصنفات الفنية كالرسم والنحت، والمصنفات التي تستعمل تقنيات المعلوماتية كبارمج الحاسوب وقواعد البيانات الإلكترونية. ويجب الانتباه إلى أن حق المؤلف يحمي المصنفات، أي التعبير عن الفكرة وليس الفكرة بحد ذاتها."
ماذا يقصد بالمصنفات المشتقة؟,"""المصنفات المشتقة"" التي تنص عليها المادة الثانية من اتفاقية برن هي المصنفات التي تجد أساسها ومصدرها في مصنف آخر. من الأمثلة عن المصنفات المشتقة: ترجمة المصنف إلى لغة أخرى؛ تحوير المصنف ، كتحويل رواية إلى فيلم سينمائي؛ التعديلات الموسيقية؛ كإعادة توزيع مقطوعة بيانو لكي تعزفها الأوركسترا؛ مجموعات المصنفات الأدبية والفنية لدوائر المعارف والمختارات الأدبية."
ما هي الأشياء التي يمكن حمايتها بواسطة حق المؤلف؟,"يحمي حق المؤلف المصنفات الأدبية والفنية كما يدل عنوان اتفاقية برن. ومفهوم المصنفات الأدبية والفنية مفهوم يجب أن يفسر بشكل واسع. فمثلاً ""المصنفات الأدبية"" لا تشمل فقط الروايات والقصائد والقصص القصيرة بل تشمل أيضًا الكتيبات التي تشرح كيفية استعمال السيارات، أو الأشياء المكتوبة والتي لا يمكن فهمها من العامة كبرامج الحاسوب."
ما هي الحقوق التي يحميها حق المؤلف؟,"أهم ما يميز حقوق الملكية الفكرية هو أن استخدامها محصور بالمالك، الذي يستخدمها كيفما يشاء وأنه لا يمكن لأحد أن يستخدم هذه الملكية من دون أن يصرح له المالك بذلك. إن حق المؤلف فرع من فروع الملكية الفكرية ومالك حق المؤلف على مصنف محمي يمكنه أن يستغل مصنفه كيفما يشاء، ويمكنه أن يمنع الآخرين من استغلال هذا المصنف من دون تصريحه. لذا، فإن الحقوق التي تمنحها التشريعات الوطنية لمالك حق المؤلف على مصنف محمي هي حقوق استئثارية باستغلال أو بمنع الآخرين من استغلال المصنف مع مراعاة حقوق الآخرين المعترف بها قانوًنًا."
ما هي الحقوق التي يملكها صاحب حق المؤلف؟,"يملك صاحب حق المؤلف مجموعة من الحقوق تحكم جزًءًا منها اتفاقية برن التي توفر الحد الأدنى من الحقوق ويحكم الجزء الآخر القانون الوطني الذي غالبًا ما يوسع هذه الحقوق. - يعتبر حق النسخ حجر الزاوية لنظام حق المؤلف ويغطي حق المؤلف على سبيل المثال حق السماح بالنسخ التصويري (فوتوكوبي)، أو طباعة النص، أو نسخ شريط. - وحق الأداء العلني: حق أداء المصنف أمام الجمهور كما في الأغنيات، وحق نقل المصنف إلى الجمهور وبثه."
ما المقصود بالضبط بالحقوق المعنوية ؟,"* حق الأبوة، وهو حق المطالبة بنسبة المصنف إلى المؤلف والاعتراف بأبوته لهذا المصنف. - الحق في احترام المصنف، أي الحق في الاعتراض على كل تشويه يطال المصنف وكل استعمال له يسيء إلى سمعة وشهرة المؤلف الأدبية والفنية."
كيف يمكن اكتساب حق المؤلف؟,"في الحقيقة إن اكتساب حق المؤلف لأمر في غاية السهولة. لأنه وبموجب اتفاقية برن التي تقوم على مبدأ غياب الإجارءات الشكلية لا ينبغي على المؤلف أن يقوم بأي إجراء. فالمصنف يتمتع بالحماية بمجرد إبداعه. ولكن، وبموجب بعض القوانين الوطنية، وخاصة في البلدان ذات النظام القانوني الإنكليزي، فإنه يجب تثبيت المصنف قبل منحه الحماية."
ما المقصود بتثبيت المصنف ؟,"التثبيت يعني كتابة العمل أو تسجيله. ولا يتحتم عليك كمؤلف أن تقوم بالتسجيل بنفسك: فإذا قمت أنت مثلاً بتأليف لحن ما وصرت تدندن به بطريقة عفوية في الشارع وقام شخص آخر بتسجيله يصبح هذا العمل مثبتً وبالتالي فإنه يتمتع بالحماية. فإذا قام شخص ثالث باستخدام هذا التسجيل وقام بإعداد نسخ منه مثلاً، فيكون قد تعرض لحقوق المؤلف الخاصة بك."
"تصور أنك مواطن ينتمي إلى إحدى الدول الموقعة على اتفاقية برن وقد ابتكرت مصنفا أدبياً، ما هي الخطوات التي يجب أن تتبعها من أجل الحصول على حق المؤلف؟",في الدول الموقعة على اتفاقية برن ليس هناك ما يجب فعله إذ إن اتفاقية برن تقوم على مبدأ غياب الشكليات فالابتكار يساوي الحماية.
هل يوجد مكان ما في العالم يجب الالتزام فيه ببعض الشروط الشكلية من أجل الحصول على حق المؤلف؟,"في الدول الموقعة على اتفاقية برن، يتمتع أصحاب حق المؤلف أو الأجانب الذين ينتمون إلى دولة عضو في الاتفاقية بالحماية بموجب هذه الاتفاقية وذلك دون اللجوء إلى أي إجراءات شكلية أو إلى أي تسجيل. ولكن يحق للبلدان أن تفرض بعض الإجرءات على مواطنيها لأن الاتفاقيات الدولية لا ترعى إلا معاملة الأجانب وهذا ما تفعله مثلاً الولايات المتحدة الأمريكية، حيث يشترط تسجيل المصنف في مكتب حق المؤلف التابع لمكتبة الكونغرس، والمطالبة بحق المؤلف من خلال الحصول على إشعار بالحقوق المحفوظة، مع علامة وتاريخ سنة النشر لأول مرة. وهذا ما نراه على معظم الكتب المنشورة. هذا مهم خاصة بالنسبة للمواطنين الأمريكيين الذين يتوجب عليهم أن يتقيدوا بكل هذه الإجراءات."
ما هي مدة الحماية بموجب حق المؤلف؟,"من حيث المبدأ إن القوانين الوطنية هي التي تحدد مدة الحماية، ولكن اتفاقية برن تنص على أن الحد الأدنى للحماية هو 50 عامًا. وتسري مدة الحماية بدءًا من نهاية سنة وفاة المؤلف. ولطريقة الحساب هذه فوائد عملية، إذ إنه ليس من الضروري معرفة التاريخ الدقيق لوفاة المؤلف ولكن ينبغي معرفة سنة الوفاة فقط. ولكن وفي السنوات الأخيرة، بدأ يظهر اتجاه لإطالة مدة الحماية. ففي دول الاتحاد الأوربي ودول المنطقة الاقتصادية الأوروبية أصبحت مدة الحماية 70 عامًا منذ نهاية سنة وفاة المؤلف، وهذه المدة نفسها يتضمنها قانون حق المؤلف الأميركي مما يؤكد أن ثمة اتجاها لإطالة مدة الحماية من 50 عامًا إلى 70 عامًا. أما بالنسبة لمصنفات التصوير الفوتوغرافي ولمصنفات الفن التطبيقي فتنص اتفاقية برن على مدة حماية أقل من خمسين سنة وتشترط على ألا تقل هذه المدة عن خمس وعشرين سنة من تاريخ إنجاز المصنف."
ما هو الحد الأدنى لمدة حماية حق المؤلف في ظل اتفاقية برن؟,إن الحد الأدنى للحماية بموجب اتفاقية برن هو 50 عامًا من تاريخ نهاية سنة وفاة المؤلف. وقد تم تمديد هذه المدة في بعض البلدان كبلدان الاتحاد الأوروبي والولايات المتحدة الأمريكية لتصبح 70 عامًا من نهاية سنة وفاة المؤلف. وتنص اتفاقية برن على مدة أقصر للحماية في ما يتعلق بمصنفات التصوير الفوتوغرافي ومصنفات الفن التطبيقي بحيث تبلغ مدة حماية هذه المصنفات 25 سنة.
ما هي الاتفاقيات والمعاهدات الدولية الرئيسية التي تحكم مجال حق المؤلف؟,"إن أقدم هذه الاتفاقيات وأهمها هي اتفاقية برن لحماية المصنفات الأدبية والفنية. ويعود تاريخ إبارمها إلى العام 1886. وقد تمت مراجعتها عدة مرات بمعدل مرة كل عشرين سنة تقريبًا. أما آخر تعديل لهذه الاتفاقية فهو وثيقة باريس للعام 1971. تتناول اتفاقية برن حماية حق المؤلف، وهي ترتكز على قواعد عامة مثل مبدأ المعاملة الوطنية الذي يقضي بأنه، وبموجب القوانين الوطنية، يجب أن تتمتع المصنفات المنشورة في إحدى دول الاتحاد بالحماية نفسها التي تتمتع بها المصنفات الوطنية. كما تحدد هذه الاتفاقية الحد الأدنى المطلوب من الحماية الذي يجب أن تلتزم به القوانين الوطنية التي يمكنها بالطبع أن تتجاوز هذا الحد وتؤمن حماية أكثر. أما بالنسبة إلى اتفاق تريبس، الذي ظهر نتيجة جولة أوروغواي، فتديره منظمة التجارة العالمية، وهو يتضمن بشكل صريح القواعد التي تقوم عليها اتفاقية برن باستثناء ما يتعلق بالحقوق المعنوية لأن لا صلة لهذه الحقوق بالتجارة."
ماذا تغطي معاهدة الويبو بشأن حق المؤلف؟,"تعتبر معاهدة الويبو بشأن حق المؤلف تحديثاً لاتفاقية برن واستجابة للتطو ارت المحققة في مجال التكنولوجيا وفي الأسواق، وتعالج هذه المعاهدة مسائل حق المؤلف في محيط التكنولوجيا الرقمية. وتشمل الحماية الممنوحة بموجب هذه المعاهدة أوجه التعبير وليس الأفكار أو الإجارءات أو أساليب العمل أو مفاهيم الرياضيات. ويتمتع المؤلفون بموجب هذه المعاهدة بحقوق التوزيع والتأجير ونقل المصنف إلى الجمهور."
ما هي الفوائد التي تجنيها البلدان النامية من تأمين الحماية لحق المؤلف؟,"في الواقع إن فوائد حق المؤلف الثقافية والاقتصادية لكثيرة. فحق المؤلف يرتبط ارتباطًا وثيقا بالثقافة، ومن المؤكد أنه في حال لم توجد حماية بموجب حق المؤلف فإن المجتمع الفني سيكون عرضة للاحتيال ولن يتمكن الفنانون من الاستفادة من جهودهم. قد تستثمر مبالغ ضخمة من المال لإنتاج برنامج حاسوب أو فيلم سينمائي أو برنامج تلفزيوني ما. ولكنه إذا كان بمستطاع أي كان عند صدور أول نسخة من هذا البرنامج أن ينسخه وأن يسوقه دون أي رادع فعندها تنعدم إمكانية تسويق هذا البرنامج والانتفاع منه مما يؤثر سلباً على النشاطات الابتكارية ويضر كثياًرً بالحياة الثقافية الوطنية."
ما هو مفهوم الحقوق المجاورة؟,تختلف الحقوق المجاورة عن حق المؤلف وٕإن كانت تنطوي على حقوق مشابهة له لأنها مشتقة أصلاً من مصنف محمي بموجب حق المؤلف. وهذا ما يفسر الاتصال الوثيق بينهما. ولا تتناول الحقوق المجاورة المصنفات ذاتها بل تتناول الوسطاء في عملية نقل هذه المصنفات إلى الجمهور وهي تمنح هؤلاء الحقوق الاستئثارية ذاتها التي يمنحها حق المؤلف.
ما هي الفئات الثلاث من الأشخاص أو المؤسسات التي تتمتع بالحماية بموجب الحقوق المجاورة؟,فنانو الأداء (المغنون مثلاً). منتجو التسجيلات الصوتية. (شركات إنتاج الأشرطة). هيئات البث.
ما هي الحقوق المجاورة التي تتمتع بها هيئات البث بمناسبة نقل برنامج رياضي؟,"تتمتع حقوق البث بأهمية خاصة عندما يتعلق الأمر بالبرامج الرياضية. ففي عدد كبير من الدول، لا تتمتع هذه البرامج بالحماية بموجب حق المؤلف. ولكن ثمة بعض الدول وفي مقدمها الولايات المتحدة الأمريكية، والتي تعتبر أن المباراة الرياضية المصورة هي مصنف سمعي-بصري يتمتع بعنصر الابتكار الكافي المطلوب للحماية بموجب حق المؤلف. غير أن بلدانًا أخرى تعتبر أن عنصر اللعب هو العنصر الحاسم الأهم، وبالتالي ترى هذه الدول أن المباراة الرياضية المصورة تفتقر لعنصر الابتكار إذ يكتفي فيها المصور، مهما كانت قدرته عالية في مجال التصوير، بتصوير اللاعبين أثناء اللعب . وبالتالي فإن هذه الدول لا تعتبر عمل المصور هذا مصنفا فنيًا. وعليه، نرى أن المباريات الرياضية التي يمكن حمايتها بموجب حق المؤلف لا توجد أو هي قليلة جدًا."
ما هي مدة حماية الحقوق المجاورة؟,إن مدة حماية الحقوق المجاورة بموجب اتفاقية روما هي 20 عامًا ابتداءً من (المادة 14 من اتفاقية روما): - نهاية سنة تثبيت التسجيل الصوتي أو الأداء المدرج فيه. - نهاية سنة الأداء غير المدرج في تسجيلات صوتية. -نهاية سنة بث البرنامج. وتجدر الإشارة إلى أن معظم التشريعات الوطنية تنص على مدة من الحماية أطول من الحد الأدنى الذي حددته اتفاقية روما.
"ما المقصود بحماية الفولكلور؟ 
","حماية أشكال التعبير الثقافي الشفهي وغير المدون. 
"
ما هو التصميم الصناعي؟,"التصميم الصناعي هو الجانب الزخرفي أو الجمالي من سلعة مفيدة. وقد يتخذ شكلاً مجسمًا مثل هيئة السلعة أو سطحها، أو شكلاً مسطحًا مثل الأنماط أو الخطوط أو الألوان."
ما هو النموذج الصناعي؟,هو المظهر الزخرفي أو الجمالي لسلعة ما. ومـن الممكـن أن يتـألف النموذج الصناعي مـن عناصـر مجسـمة مثـل شـكل السـلعة أو سـطحها أو مـن عناصـر ثنائيـة الأبعـاد مثـل الرسوم أو الخطوط أو الألوان .
لماذا تحظى التصاميم الصناعية بالحماية؟,تمنح حماية التصميم الصناعي صاحب الحماية حق منع الغير من نسخ أو تقليد التصميم الصناعي دون تصريح. وبعبارة أخرى يمكن لصاحب الحق أن يمنع الآخرين من صنع أو استيارد أو تصدير أو بيع أي منتج يتضمن هذا التصميم الصناعي من دون تصريحه.
لمَ تحظى النماذج الصناعية بالحماية؟,• للمساعدة على ضمان عائد عادل من الاستثمار. • لتشجيع المنافسة المشروعة والممارسات التجارية الشريفة ضد النسخ والتقليد. • للمساهمة فـي توسـيع القيمـة التجاريـة للشـركات. فالرسـم أو النمـوذج الصـناعي النـاجح يعتبـر مـن الأصـول التجارية للشركة. • لتشجيع الإبداع في قطاع الصناعات والفنون التقليدية والحرف اليدوية.
كيف يمكن حماية النماذج الصناعية؟,"1 - فـي معظـم البلـدان، لا بـد مـن تسـجيل الرسـم أو النمـوذج الصـناعي حتـى يحظـى بالحمايـة بناء على قانون الرسوم والنماذج الصناعية . وكقاعدة عامة، يجب أن يكون الرسم أو النموذج ""جديـدا"" أو ""أصـليا"" لتسـجيله. وهنـاك اخـتلاف بـين البلـدان بشـأن تعريـف المصـطلحين وبـين إجـراءات التسـجيل نفسـها. وبصـورة عامـة، يعنـي مصـطلح ""جديد"" أن الرسـم أو النمـوذج لـم يسـبقه رسـم أو نمـوذج مطـابق أو مشـابه لـه ومعـروف مـن ذي قبـل. وبمجرد تسجيل الرسم أو النموذج تصدر شهادة بذلك.
2 - وبحسب القانون الوطني المعنـي ونـوع الرسـم أو النمـوذج، يجـوز حمايـة الرسـم أو النمـوذج الصناعي باعتبـاره مصنفا من مصنفات الفنون التطبيقية بموجـب قـانون حـق المؤلـف أيضـا. وفـي بعض البلـدان، يمكـن أن تشـمل الحمايـة الرسـم أو النمـوذج الصـناعي وحـق المؤلـف فـي وقـت واحـد. وفي بلـدان أخـرى، تلغـي الواحـدة الأخـرى، أي أن مالـك الحـق لا يمكنـه أن يتمسـك بنـوع مـن الحمايـة بمجرد اختياره النوع الآخر.
3 - ويمكن حماية الرسم أو النموذج الصـناعي بموجـب قـانون المنافسـة غيـر المشـروعة فـي ظروف معينة."
هل يمكن حماية النموذج الصناعي دون تسجيله؟,"فـي معظـم البلـدان، لا بـد مـن تسـجيل الرسـم أو النمـوذج الصـناعي حتـى يحظـى بالحمايـة."
ما المقصود بأن يكون الرسم الصناعي أصليًا؟,"هنـاك اخـتلاف بـين البلـدان بشـأن تعريـف المصـطلح وبـين إجـراءات التسـجيل نفسـها. وبصـورة عامـة، يعنـي مصـطلح ""جديد"" أن الرسـم لـم يسـبقه رسـم مطـابق أو مشـابه لـه ومعـروف مـن ذي قبـل."
هل يمكن حماية النموذج الصناعي بموجب قانون حق المؤلف؟,"فـي بعض البلـدان يمكـن أن تشـمل الحمايـة النمـوذج او الرسم الصـناعي وحـق المؤلـف فـي وقـت واحـد.
وفي بلـدان أخـرى، تلغـي الواحـدة الأخـرى، أي أن مالـك الحـق لا يمكنـه أن يتمسـك بنـوع مـن الحمايـة بمجرد اختياره النوع الآخر."
ما هو نوع الحماية الممنوحة بموجب النماذج الصناعية؟,تكفل الحماية لصاحب الرسم أو النموذج الصناعي حقًا استئثاريًا بمنع استنساخ أو تقليد الرسم أو النموذج الصناعي من قبل الغير بدون تصريح. وهذا الحق الاستئثاري يتضمن حق صنع واستيراد وتصدير وبيع أي منتج يتضمن هذا الرسم أو النموذج الصناعي. ويمكن لصاحب الرسم أن يرخص أو يسمح للغير باستعمال رسمه أو تصميمه كما يمكنه أن يبيع حقه الاستئثاري للغير.
ما هي الدارة المتكاملة؟,"هو منتج يكون الغرض منه أداء وظيفة إلكترونية، تشكل فيه العناصر – يكون أحدها على الأقل نشطاً – وجميع الوصلات، أو بعضها شكلاً متكاملاً في قطعة من المادة أو عليها، سواءً في شكله النهائي أو الوسيط."
متى يحق لي تقديم طلب شهادة تصميم دارة متكاملة؟,"يجوز طلب تسجيل التصميم لدارة متكاملة إذا لم يكن التصميم قد استغل استغلالًا تجاريٍا بعد ، أو كان موضع استغلال تجاري فترة لا تتجاوز السنتين في أي مكان في العالم ."
ماهي خطوات تقديم طلب شهادة تصميم الدارات المتكاملة؟,"١ -تعبئة نموذج طلب شهادة تصميم تخطيطي لدارة متكاملة المعد لذلك .   ٢ -إرفاق وصف مختصر ودقيق للتصميم، يشتمل على المعلومات التي تعرف الوظيفة  
 الالكترونية التي تؤديها الدارة المتكاملة.    ٣ - إرفاق رسمة أو صورة واضحة للتصميم ، ويمكن استبعاد أجزاء الرسمة أو الصورة المتعلقة بطريقة صنع الدائرة المتكاملة بشرط أن تكون الأجزاء المقدمة كافية لتوضيح التصميم وتحديده.     ٤- إرفاق عينة للدارة المتكاملة إذا كانت موضع استغلال تجاري، في حال طلب الهيئة لها.   ٥- يجب أن تكون الوثائق المقدمة نسخة أصلية أو مصدقا عليها من الجهات ذات الاختصاص.     ٦- سداد المقابل المالي للإيداع.     ٧- يجب على مقدم الطلب أن يستوفي كل ما تطلبه الهيئة مما له علاقة بالطلب."
هل يحق لي رفع شكوى على سرقة تصميم دارة؟,"يحق لمالك الشهادة رفع شكوى عدا في حال ان من باشرها أو أمر بالقيام بها لم يكن يعلم أو لـيس لديـه أسـباب معقولـة للعلم- عنــد حصــوله علــى الــدارة المتكاملــة ، أو الســلعة المتضــمنة لهــذه الــدارة بأنها
تحتـوي علـى تصـميم منسـوخ بطريقـة غيـر مشـروعة
إلا انه يجب ان يدفع لمالك شهادة التصميم تعويضات عادلة تقدرها اللجنة."
ما هو تصميم الدارة المتكاملة؟,"هو الترتيب الثلاثي الأبعاد لعناصر دارة متكاملة – على أن يكون أحد تلك العناصر على الأقل نشطاً -، ولجميع الوصلات، أو بعضها، أو الترتيب الثلاثي الأبعاد المعد لدارة متكاملة بغرض التصنيع."
كم مدة حماية شهادة تصميم الدارة المتكاملة؟,"مدة حماية شهادة التصميم عشر سنوات من تاريخ إيداع الطلب, أو عشر سنوات من تاريخ بدء استغلاله تجارياً في أي مكان في العالم, وفي كل الأحوال لايجوز أن تتعدى مدة الحماية خمس عشرة سنة من تاريخ التوصل إلى التصميم."
ما هي البراءة ؟,"البراءة هي مستند تمنحه السلطات المختصة (عادة مكتب البراءات )، بناء لطلب يتم إيداعه لديها يصف الاختراع . وينتج عن هذا المستند وضع قانوني يمنع الغير من استغلال هذه البراءة من دون تصريح صاحبها. بمعنى أخر، فإن البراءة تحمي الاختراع وتمنح صاحبه حقاً استئثارياً باستغلاله لمدة محددة. أما الاختراع فيمكن تعريفه بأنه حل جديد لمشكلة تقنية ما."
